施設、場所、イベントの名称,施設、場所、イベントの名称（読み）,ジャンル,キャッチコピー,説明文,経度（世界測地系）,緯度（世界測地系）,郵便番号,住所,ビル名,フロア数,電話番号,FAX番号,アクセス,予算,定員、収容人数,定員、収容人数コメント,取扱商品、メニュー、プラン,取扱商品、メニュー、プラン 料金,取扱商品、メニュー、プラン 写真ファイル名,取扱商品、メニュー、プラン 写真キャプション,写真ファイル名,写真キャプション,ホームページURL（PC）,ホームページURL（モバイル）,支払方法,ペット同伴の可・不可,コピーライト・情報提供元,注意事項,その他説明、備考
千葉市 高洲４丁目西公園,タカス４チョウメニシコウエン,,,,140.067404,35.629259,,千葉市美浜区高洲４丁目１２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 高洲４丁目東公園,タカス４チョウメヒガシコウエン,,,,140.069819,35.629588,,千葉市美浜区高洲４丁目７,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 納涼台公園,ノウリョウダイコウエン,,,,140.07993,35.630746,,千葉市美浜区高洲１丁目１－５２０,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂１丁目公園,マサゴ１チョウメコウエン,,,,140.070553,35.634816,,千葉市美浜区真砂１丁目６,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂２丁目公園,マサゴ２チョウメコウエン,,,,140.068044,35.640888,,千葉市美浜区真砂２丁目２２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂２丁目第２公園,マサゴ２チョウメダイ２コウエン,,,,140.069473,35.641537,,千葉市美浜区真砂２丁目２３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂２丁目第３公園,マサゴ２チョウメダイ３コウエン,,,,140.064642,35.639268,,千葉市美浜区真砂２丁目１５,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂３丁目公園,マサゴ３チョウメコウエン,,,,140.06501,35.636383,,千葉市美浜区真砂３丁目１４,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂４丁目公園,マサゴ４チョウメコウエン,,,,140.057431,35.642481,,千葉市美浜区真砂４丁目９,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂４丁目第２公園,マサゴ４チョウメダイ２コウエン,,,,140.05466,35.641341,,千葉市美浜区真砂４丁目１９－５,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂５丁目公園,マサゴ５チョウメコウエン,,,,140.062232,35.646848,,千葉市美浜区真砂５丁目２３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂５丁目第２公園,マサゴ５チョウメダイ２コウエン,,,,140.061177,35.64658,,千葉市美浜区真砂５丁目３０,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂５丁目第３公園,マサゴ５チョウメダイ３コウエン,,,,140.060215,35.643791,,千葉市美浜区真砂５丁目４４,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂５丁目第４公園,マサゴ５チョウメダイ４コウエン,,,,140.066303,35.643885,,千葉市美浜区真砂５丁目２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 真砂５丁目第５公園,マサゴ５チョウメダイ５コウエン,,,,140.063661,35.644226,,千葉市美浜区真砂５丁目１８－１３８,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 磯辺児童公園,イソベジドウコウエン,,,,140.065215,35.631298,,千葉市美浜区磯辺１丁目１１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 磯辺第２公園,イソベダイ２コウエン,,,,140.0621,35.628466,,千葉市美浜区磯辺１丁目４９,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 磯辺第３公園,イソベダイ３コウエン,,,,140.059224,35.625503,,千葉市美浜区磯辺２丁目２０－１６９,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 北磯辺第１公園,キタイソベダイ１コウエン,,,,140.056523,35.636474,,千葉市美浜区磯辺６丁目２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 北磯辺第２公園,キタイソベダイ２コウエン,,,,140.053363,35.635823,,千葉市美浜区磯辺７丁目１６,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 北磯辺第３公園,キタイソベダイ３コウエン,,,,140.050511,35.63433,,千葉市美浜区磯辺７丁目４０,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 北磯辺第４公園,キタイソベダイ４コウエン,,,,140.053659,35.640166,,千葉市美浜区磯辺６丁目５７－７,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 中磯辺第１公園,ナカイソベダイ１コウエン,,,,140.059647,35.631436,,千葉市美浜区磯辺４丁目１４,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 中磯辺第２公園,ナカイソベダイ２コウエン,,,,140.056462,35.628425,,千葉市美浜区磯辺３丁目２１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 中磯辺第３公園,ナカイソベダイ３コウエン,,,,140.05543,35.63054,,千葉市美浜区磯辺４丁目２８,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 中磯辺第４公園,ナカイソベダイ４コウエン,,,,140.057857,35.63381,,千葉市美浜区磯辺５丁目１５,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第１公園,ウタセダイ１コウエン,,,,140.047126,35.643262,,千葉市美浜区打瀬１丁目３－６,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第２公園,ウタセダイ２コウエン,,,,140.04408,35.641097,,千葉市美浜区打瀬２丁目７－２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第４公園,ウタセダイ４コウエン,,,,140.049736,35.640305,,千葉市美浜区打瀬１丁目８－１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第５公園,ウタセダイ５コウエン,,,,140.042361,35.63816,,千葉市美浜区打瀬３丁目８－１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第６公園,ウタセダイ６コウエン,,,,140.045018,35.63686,,千葉市美浜区打瀬２丁目２４,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西１丁目第１公園,マクハリニシ１チョウメダイ１コウエン,,,,140.035467,35.667871,,千葉市美浜区幕張西１丁目２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西１丁目第２公園,マクハリニシ１チョウメダイ２コウエン,,,,140.034733,35.666423,,千葉市美浜区幕張西１丁目１１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西１丁目第３公園,マクハリニシ１チョウメダイ３コウエン,,,,140.033445,35.664983,,千葉市美浜区幕張西１丁目１８,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西１丁目第４公園,マクハリニシ１チョウメダイ４コウエン,,,,140.03329,35.666072,,千葉市美浜区幕張西１丁目２１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西１丁目第５公園,マクハリニシ１チョウメダイ５コウエン,,,,140.033628,35.667088,,千葉市美浜区幕張西１丁目７,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西２丁目第１公園,マクハリニシ２チョウメダイ１コウエン,,,,140.036164,35.66611,,千葉市美浜区幕張西２丁目４,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西３丁目第１公園,マクハリニシ３チョウメダイ１コウエン,,,,140.038634,35.66323,,千葉市美浜区幕張西３丁目７７９２－２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西５丁目公園,マクハリニシ５チョウメコウエン,,,,140.035299,35.662646,,千葉市美浜区幕張西５丁目２１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西５丁目第２公園,マクハリニシ５チョウメダイ２コウエン,,,,140.037346,35.661443,,千葉市美浜区幕張西５丁目５－１３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張西６丁目公園,マクハリニシ６チョウメコウエン,,,,140.030979,35.663619,,千葉市美浜区幕張西６丁目２２－１３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第３公園,ウタセダイ３コウエン,,,,140.040019,35.640736,,千葉市美浜区打瀬３丁目２－１,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 高浜公園,タカハマコウエン,,,,140.073815,35.619724,,千葉市美浜区高浜１丁目８,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩２５分,,,,,,,,,,,,,,,,
千葉市 中高浜公園,ナカタカハマコウエン,,,,140.068534,35.622228,,千葉市美浜区高浜４丁目６,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩１５分,,,,,,,,,,,,,,,,
千葉市 北高浜公園,キタタカハマコウエン,,,,140.063823,35.626009,,千葉市美浜区高浜５丁目１９,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩１５分,,,,,,,,,,,,,,,,
千葉市 南高浜公園,ミナミタカハマコウエン,,,,140.065161,35.61979,,千葉市美浜区高浜３丁目２,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩２５分,,,,,,,,,,,,,,,,
千葉市 高洲公園,タカスコウエン,,,,140.075915,35.627811,,千葉市美浜区高洲３丁目２,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩５分,,,,,,,,,,,,,,,,
千葉市 稲岸公園,イナギシコウエン,,,,140.076921,35.634397,,千葉市美浜区稲毛海岸４丁目１５,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩１０分,,,,,,,,,,,,,,,,
千葉市 真砂公園,マサゴコウエン,,,,140.069288,35.634192,,千葉市美浜区真砂１丁目１１,,,043-279-8440,043-278-6287,JR稲毛海岸駅から徒歩１５分,,,,,,,,,,,,,,,,
千葉市 真砂第１公園,マサゴダイ１コウエン,,,,140.068213,35.639299,,千葉市美浜区真砂２丁目１３,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩１５分,,,,,,,,,,,,,,,,
千葉市 真砂第２公園,マサゴダイ２コウエン,,,,140.063877,35.637494,,千葉市美浜区真砂３丁目１５－１他,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩７分,,,,,,,,,,,,,,,,
千葉市 真砂第３公園,マサゴダイ３コウエン,,,,140.059243,35.641445,,千葉市美浜区真砂４丁目４,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩７分,,,,,,,,,,,,,,,,
千葉市 真砂第４公園,マサゴダイ４コウエン,,,,140.066893,35.644681,,千葉市美浜区真砂５丁目１,,,043-279-8440,043-278-6287,"JR検見川浜駅から徒歩１５分<BR>
JR検見川浜駅または新検見川駅から海浜バス真砂５丁目経由で「真砂５丁目２街区」下車徒歩１分",,,,,,,,,,,,,,,,
千葉市 磯辺公園,イソベコウエン,,,,140.064997,35.62954,,千葉市美浜区磯辺１丁目２６,,,043-279-8440,043-278-6287,JR稲毛海岸駅駅から徒歩１２分,,,,,,,,,,,,,,,,
千葉市 中磯辺公園,ナカイソベコウエン,,,,140.056854,35.630342,,千葉市美浜区磯辺４丁目２７,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩１５分,,,,,,,,,,,,,,,,
千葉市 北磯辺公園,キタイソベコウエン,,,,140.054244,35.637155,,千葉市美浜区磯辺６丁目４,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩６分,,,,,,,,,,,,,,,,
千葉市 打瀬１丁目公園,ウタセ１チョウメコウエン,,,,140.048386,35.640093,,千葉市美浜区打瀬１丁目１１－２,,,043-279-8440,043-278-6287,JR海浜幕張駅から徒歩約１４分,,,,,,,,,,,,,,,,
千葉市 打瀬２丁目公園,ウタセ２チョウメコウエン,,,,140.043098,35.641655,,千葉市美浜区打瀬２丁目２,,,043-279-8440,043-278-6287,JR海浜幕張駅から徒歩約１７分,,,,,,,,,,,,,,,,
千葉市 打瀬３丁目公園,ウタセ３チョウメコウエン,,,,140.041379,35.637349,,千葉市美浜区打瀬３丁目１０－１,,,043-279-8440,043-278-6287,JR海浜幕張駅から徒歩約２０分,,,,,,,,,,,,,,,,
千葉市 浜田公園,ハマダコウエン,,,,140.031813,35.657992,,千葉市美浜区浜田２丁目１２６,,,043-279-8440,043-278-6287,JR海浜幕張駅から徒歩約２０分,,,,,,,,,,,,,,,,
千葉市 幕張西第１公園,マクハリニシダイ１コウエン,,,,140.035956,35.664105,,千葉市美浜区幕張西２丁目１０,,,043-279-8440,043-278-6287,JR幕張本郷駅から徒歩約１７分,,,,,,,,,,,,,,,,
千葉市 幕張西第２公園,マクハリニシダイ２コウエン,,,,140.041208,35.662824,,千葉市美浜区幕張西３丁目４,,,043-279-8440,043-278-6287,JR幕張本郷駅から徒歩約２１分,,,,,,,,,,,,,,,,
千葉市 幕張西第３公園,マクハリニシダイ３コウエン,,,,140.032633,35.662178,,千葉市美浜区幕張西６丁目２－１他,,,043-279-8440,043-278-6287,JR幕張本郷駅から徒歩約２１分,,,,,,,,,,,,,,,,
千葉市 幸町公園,サイワイチョウコウエン,,,,140.100022,35.610616,,千葉市美浜区幸町１丁目４,,,043-279-8440,043-278-6287,JR千葉みなと駅から徒歩７分,,,,,,,,,,,,,,,,
千葉市 花見川緑地交通公園,ハナミガワリョクチコウツウコウエン,,,,140.047207,35.636357,,千葉市美浜区打瀬２丁目,,,043-296-4000,,"●ＪＲ京葉線の検見川浜駅または海浜幕張駅から徒歩１７分<BR>
●ＪＲ京葉線の海浜幕張駅北口バス乗り場から平和交通バスで「ベイタウン」行、「１２番街」バス停下車、徒歩３分<BR>
●ＪＲ総武線の新検見川駅南口バス乗り場から千葉海浜交通バスで「千葉西高」行、「海浜病院」行または「磯辺８丁目」バス停下車、徒歩１３分",,,,,,,,,,,,,,,,
千葉市 幸町街園,サイワイチョウガイエン,,,,140.103084,35.61192,,千葉市美浜区幸町１丁目３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 稲毛海岸公園,イナゲカイガンコウエン,,,,140.083016,35.6316,,千葉市美浜区稲毛海岸２－１－４２６,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 稲毛海岸２丁目公園,イナゲカイガン２チョウメコウエン,,,,140.085151,35.629612,,千葉市美浜区稲毛海岸２丁目３,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 磯辺緑地,イソベリョクチ,,,,140.050415,35.632615,,千葉市美浜区磯辺７丁目，８丁目,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 臨海第２緑地,リンカイダイ２リョクチ,,,,140.088957,35.620592,,千葉市美浜区幸町２丁目４－４他,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 草野水路脇緑地,クサノスイロワキリョクチ,,,,140.069456,35.631563,,千葉市美浜区高洲４丁目,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 黒砂水路脇緑地,クロスナスイロワキリョクチ,,,,140.07702,35.618146,,千葉市美浜区高浜１丁目,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 浜田川横水路第２緑地,ハマダガワヨコスイロダイ２リョクチ,,,,140.033022,35.664401,,千葉市美浜区幕張西１丁目７７６８－１他,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 幕張海浜緑地,マクハリカイヒンリョクチ,,,,140.031039,35.660749,,千葉市美浜区幕張西６丁目５２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 稲毛海浜公園,イナゲカイヒンコウエン,,,,140.060811,35.619857,,千葉市美浜区高浜７丁目２,,,043-279-8440,043-278-6287,"●ＪＲ総武線の稲毛駅西口２番バス乗り場から海浜交通バス「海浜公園プール行き」で終点下車<BR>

●ＪＲ京葉線の稲毛海岸駅南口２番バス乗り場から海浜交通バス「海浜公園入口行き」で高浜南団地下車徒歩３分<BR>

●ＪＲ総武線の新検見川駅南口またはJR京葉線検見川浜駅北口バス乗り場から海浜交通バスで「稲毛ヨットハーバー行き」で下車",,,,,,,,,,http://www.city.chiba.jp/toshi/koenryokuchi/kanri/mihama/inagekaihinkoen.html,,,,,,
千葉市 真砂中央公園,マサゴチュウオウコウエン,,,,140.064243,35.641941,,千葉市美浜区真砂５丁目１５,,,043-279-8440,043-278-6287,JR検見川浜駅から徒歩１０分,,,,,,,,,,,,,,,,
千葉市 袖ヶ浦第４緑地,ソデガウラダイ４リョクチ,,,,140.070751,35.619049,,千葉市美浜区高浜，磯辺,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 袖ヶ浦第５緑地,ソデガウラダイ５リョクチ,,,,140.083873,35.630883,,千葉市美浜区稲毛海岸２丁目,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 袖ヶ浦第１緑地,ソデガウラダイ１リョクチ,,,,140.061264,35.649402,,千葉市美浜区真砂４，５，磯辺６，７，８,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 袖ヶ浦第３緑地,ソデガウラダイ３リョクチ,,,,140.072674,35.640935,,千葉市美浜区真砂１丁目,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 袖ヶ浦第２緑地,ソデガウラダイ２リョクチ,,,,140.064051,35.634142,,千葉市美浜区磯辺，真砂，高洲,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第１緑地,ウタセダイ１リョクチ,,,,140.044073,35.635888,,千葉市美浜区打瀬３丁目１２－２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬第２緑地,ウタセダイ２リョクチ,,,,140.046875,35.639285,,千葉市美浜区打瀬２丁目１３－３他,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
千葉市 打瀬ふれあい緑地,ウタセフレアイリョクチ,,,,140.041235,35.641369,,千葉市美浜区打瀬３丁目３－２,,,043-279-8440,043-278-6287,,,,,,,,,,,,,,,,,
